伝票番号,購入日時,店舗,顧客ID,商品カテゴリ,商品名,単価,数量,合計購入金額,決済方法
INV-12372,2025-12-24,ECサイト,C-062,飲料・酒類,クラフトビール6缶パック,2325,1,2325,クレジットカード
INV-14610,2025-12-24,千葉店,C-269,家庭用品,セラミックフライパン,6874,1,6874,QR決済
INV-19097,2025-12-24,千葉店,C-157,飲料・酒類,高級赤ワイン,4491,1,4491,QR決済
INV-13733,2025-12-24,さいたま店,C-009,生鮮食品,季節のフルーツ盛,2717,1,2717,クレジットカード
INV-11061,2025-12-24,ECサイト,C-196,家庭用品,電動歯ブラシ,7378,1,7378,現金
INV-18275,2025-12-24,横浜店,C-020,生鮮食品,朝採れ野菜セット,1336,3,4008,電子マネー
INV-15646,2025-12-24,さいたま店,C-024,生鮮食品,季節のフルーツ盛,2508,1,2508,電子マネー
INV-11496,2025-12-24,東京本店,C-199,家庭用品,電動歯ブラシ,3147,1,3147,クレジットカード
INV-10007,2025-12-24,横浜店,C-006,日用雑貨,高機能マスク,579,1,579,クレジットカード
INV-11956,2025-12-24,横浜店,C-233,加工食品,レトルトカレー,672,1,672,電子マネー
INV-10552,2025-12-24,さいたま店,C-098,日用雑貨,高機能マスク,440,1,440,電子マネー
INV-16114,2025-12-24,東京本店,C-110,飲料・酒類,ミネラルウォーター,3339,1,3339,現金
INV-14933,2025-12-25,千葉店,C-218,日用雑貨,高機能マスク,981,2,1962,クレジットカード
INV-15895,2025-12-25,千葉店,C-205,日用雑貨,キッチンペーパー,1464,1,1464,現金
INV-18400,2025-12-25,ECサイト,C-053,日用雑貨,抗菌洗剤セット,536,1,536,現金
INV-18346,2025-12-25,東京本店,C-180,加工食品,パスタソース,688,1,688,現金
INV-13296,2025-12-25,横浜店,C-136,日用雑貨,高機能マスク,1143,1,1143,クレジットカード
INV-11182,2025-12-25,千葉店,C-056,生鮮食品,国産牛サーロイン,2858,1,2858,現金
INV-18297,2025-12-25,横浜店,C-283,加工食品,パスタソース,696,1,696,現金
INV-16126,2025-12-25,東京本店,C-235,飲料・酒類,高級赤ワイン,3363,2,6726,クレジットカード
INV-17684,2025-12-25,東京本店,C-042,日用雑貨,キッチンペーパー,1073,1,1073,クレジットカード
INV-15030,2025-12-25,千葉店,C-282,日用雑貨,抗菌洗剤セット,824,1,824,現金
INV-15449,2025-12-25,横浜店,C-056,日用雑貨,キッチンペーパー,962,4,3848,QR決済
INV-19030,2025-12-25,ECサイト,C-038,家庭用品,セラミックフライパン,6763,1,6763,QR決済
INV-17997,2025-12-25,東京本店,C-010,加工食品,レトルトカレー,499,1,499,電子マネー
INV-13565,2025-12-25,東京本店,C-028,飲料・酒類,ミネラルウォーター,3701,2,7402,現金
INV-14997,2025-12-25,東京本店,C-256,飲料・酒類,高級赤ワイン,2246,3,6738,電子マネー
INV-12788,2025-12-25,ECサイト,C-069,日用雑貨,キッチンペーパー,841,1,841,クレジットカード
INV-17031,2025-12-25,さいたま店,C-055,日用雑貨,キッチンペーパー,1260,1,1260,QR決済
INV-19698,2025-12-25,千葉店,C-109,加工食品,レトルトカレー,768,1,768,クレジットカード
INV-11145,2025-12-25,ECサイト,C-034,日用雑貨,抗菌洗剤セット,1326,1,1326,QR決済
INV-10124,2025-12-25,さいたま店,C-068,家庭用品,電動歯ブラシ,4483,1,4483,現金
INV-10372,2025-12-25,さいたま店,C-131,生鮮食品,朝採れ野菜セット,2837,1,2837,QR決済
INV-14171,2025-12-25,ECサイト,C-141,加工食品,レトルトカレー,360,1,360,QR決済
INV-12556,2025-12-25,さいたま店,C-004,加工食品,パスタソース,590,1,590,電子マネー
INV-15689,2025-12-25,千葉店,C-142,飲料・酒類,クラフトビール6缶パック,4862,1,4862,クレジットカード
INV-14501,2025-12-25,横浜店,C-156,家庭用品,LED電球,3054,2,6108,電子マネー
INV-12347,2025-12-25,東京本店,C-077,飲料・酒類,高級赤ワイン,2653,1,2653,クレジットカード
INV-14891,2025-12-25,さいたま店,C-180,家庭用品,LED電球,3152,1,3152,クレジットカード
INV-19202,2025-12-26,東京本店,C-215,飲料・酒類,高級赤ワイン,1763,1,1763,QR決済
INV-16055,2025-12-26,さいたま店,C-092,家庭用品,セラミックフライパン,5104,2,10208,クレジットカード
INV-15370,2025-12-26,東京本店,C-105,家庭用品,電動歯ブラシ,4302,4,17208,クレジットカード
INV-10914,2025-12-26,さいたま店,C-030,加工食品,パスタソース,378,1,378,クレジットカード
INV-17744,2025-12-26,横浜店,C-281,日用雑貨,キッチンペーパー,945,2,1890,現金
INV-19420,2025-12-26,横浜店,C-077,生鮮食品,朝採れ野菜セット,1763,2,3526,電子マネー
INV-10436,2025-12-26,千葉店,C-048,家庭用品,LED電球,4919,1,4919,クレジットカード
INV-12482,2025-12-26,千葉店,C-246,飲料・酒類,クラフトビール6缶パック,3129,2,6258,クレジットカード
INV-14236,2025-12-26,ECサイト,C-160,加工食品,レトルトカレー,334,3,1002,電子マネー
INV-14538,2025-12-26,さいたま店,C-043,加工食品,特製ドレッシング,483,1,483,QR決済
INV-15273,2025-12-26,東京本店,C-038,家庭用品,電動歯ブラシ,4244,1,4244,電子マネー
INV-16499,2025-12-26,東京本店,C-262,日用雑貨,高機能マスク,1346,1,1346,QR決済
INV-13806,2025-12-26,さいたま店,C-059,家庭用品,電動歯ブラシ,5248,2,10496,現金
INV-19057,2025-12-26,ECサイト,C-199,加工食品,レトルトカレー,593,1,593,電子マネー
INV-16259,2025-12-26,さいたま店,C-199,日用雑貨,高機能マスク,861,2,1722,クレジットカード
INV-17880,2025-12-26,さいたま店,C-223,家庭用品,電動歯ブラシ,7026,2,14052,クレジットカード
INV-17158,2025-12-26,ECサイト,C-144,生鮮食品,季節のフルーツ盛,2006,1,2006,現金
INV-14036,2025-12-26,横浜店,C-204,家庭用品,セラミックフライパン,5090,5,25450,現金
INV-12894,2025-12-26,東京本店,C-217,加工食品,特製ドレッシング,528,3,1584,クレジットカード
INV-18247,2025-12-26,千葉店,C-133,加工食品,パスタソース,668,1,668,電子マネー
INV-15279,2025-12-27,横浜店,C-055,家庭用品,セラミックフライパン,3687,1,3687,現金
INV-10917,2025-12-27,千葉店,C-077,飲料・酒類,クラフトビール6缶パック,3660,1,3660,電子マネー
INV-16424,2025-12-27,さいたま店,C-297,家庭用品,電動歯ブラシ,4263,5,21315,クレジットカード
INV-17333,2025-12-27,さいたま店,C-110,加工食品,特製ドレッシング,529,1,529,QR決済
INV-11012,2025-12-27,千葉店,C-184,飲料・酒類,ミネラルウォーター,4094,2,8188,QR決済
INV-10431,2025-12-27,さいたま店,C-026,加工食品,レトルトカレー,660,1,660,QR決済
INV-10233,2025-12-27,ECサイト,C-149,家庭用品,セラミックフライパン,3898,2,7796,電子マネー
INV-13545,2025-12-27,ECサイト,C-166,家庭用品,セラミックフライパン,4261,1,4261,電子マネー
INV-13278,2025-12-27,千葉店,C-012,日用雑貨,抗菌洗剤セット,923,1,923,クレジットカード
INV-10400,2025-12-27,千葉店,C-246,日用雑貨,キッチンペーパー,502,1,502,クレジットカード
INV-18593,2025-12-27,さいたま店,C-026,飲料・酒類,ミネラルウォーター,1523,1,1523,電子マネー
INV-14448,2025-12-27,ECサイト,C-283,家庭用品,LED電球,2998,1,2998,電子マネー
INV-12548,2025-12-27,千葉店,C-212,飲料・酒類,ミネラルウォーター,1285,1,1285,電子マネー
INV-11308,2025-12-27,ECサイト,C-250,飲料・酒類,クラフトビール6缶パック,4386,1,4386,QR決済
INV-18119,2025-12-27,横浜店,C-121,飲料・酒類,ミネラルウォーター,3791,1,3791,現金
INV-17787,2025-12-27,横浜店,C-227,日用雑貨,高機能マスク,417,1,417,クレジットカード
INV-18819,2025-12-27,東京本店,C-270,日用雑貨,抗菌洗剤セット,491,1,491,QR決済
INV-16593,2025-12-27,千葉店,C-102,飲料・酒類,ミネラルウォーター,4944,5,24720,現金
INV-11999,2025-12-27,ECサイト,C-112,日用雑貨,高機能マスク,620,1,620,クレジットカード
INV-18913,2025-12-27,ECサイト,C-053,飲料・酒類,高級赤ワイン,1312,2,2624,QR決済
INV-18324,2025-12-27,ECサイト,C-107,家庭用品,LED電球,2612,2,5224,現金
INV-11054,2025-12-27,ECサイト,C-247,家庭用品,セラミックフライパン,5635,2,11270,QR決済
INV-12304,2025-12-27,さいたま店,C-171,飲料・酒類,クラフトビール6缶パック,4030,1,4030,QR決済
INV-17670,2025-12-27,東京本店,C-054,飲料・酒類,ミネラルウォーター,4339,5,21695,現金
INV-10792,2025-12-27,千葉店,C-114,加工食品,レトルトカレー,765,1,765,QR決済
INV-18353,2025-12-27,千葉店,C-280,飲料・酒類,高級赤ワイン,1638,2,3276,クレジットカード
INV-10747,2025-12-27,千葉店,C-083,家庭用品,セラミックフライパン,6739,3,20217,現金
INV-16750,2025-12-27,東京本店,C-069,飲料・酒類,クラフトビール6缶パック,609,1,609,現金
INV-11132,2025-12-27,ECサイト,C-014,飲料・酒類,高級赤ワイン,1004,1,1004,電子マネー
INV-12295,2025-12-28,横浜店,C-196,日用雑貨,抗菌洗剤セット,644,1,644,電子マネー
INV-14604,2025-12-28,ECサイト,C-064,飲料・酒類,高級赤ワイン,524,1,524,クレジットカード
INV-11487,2025-12-28,さいたま店,C-227,家庭用品,セラミックフライパン,3612,2,7224,現金
INV-16660,2025-12-28,横浜店,C-158,日用雑貨,キッチンペーパー,1125,1,1125,電子マネー
INV-17044,2025-12-28,千葉店,C-156,加工食品,特製ドレッシング,676,1,676,QR決済
INV-17048,2025-12-28,東京本店,C-124,生鮮食品,国産牛サーロイン,2630,1,2630,電子マネー
INV-14633,2025-12-28,横浜店,C-283,日用雑貨,抗菌洗剤セット,1336,1,1336,クレジットカード
INV-16663,2025-12-28,千葉店,C-056,飲料・酒類,クラフトビール6缶パック,3107,1,3107,クレジットカード
INV-10373,2025-12-28,千葉店,C-046,日用雑貨,キッチンペーパー,1402,1,1402,QR決済
INV-10669,2025-12-28,ECサイト,C-257,家庭用品,電動歯ブラシ,5595,1,5595,電子マネー
INV-17913,2025-12-28,さいたま店,C-195,飲料・酒類,ミネラルウォーター,1676,1,1676,クレジットカード
INV-16406,2025-12-28,東京本店,C-165,加工食品,パスタソース,576,1,576,QR決済
INV-13613,2025-12-28,東京本店,C-200,飲料・酒類,クラフトビール6缶パック,2046,1,2046,電子マネー
INV-13248,2025-12-28,千葉店,C-244,飲料・酒類,ミネラルウォーター,3762,1,3762,クレジットカード
INV-16399,2025-12-28,さいたま店,C-229,加工食品,特製ドレッシング,588,1,588,クレジットカード
INV-19106,2025-12-28,横浜店,C-169,飲料・酒類,高級赤ワイン,4280,4,17120,クレジットカード
INV-18266,2025-12-28,千葉店,C-158,生鮮食品,朝採れ野菜セット,1892,1,1892,現金
INV-13663,2025-12-28,さいたま店,C-183,日用雑貨,高機能マスク,1244,2,2488,クレジットカード
INV-16537,2025-12-28,さいたま店,C-135,家庭用品,セラミックフライパン,6192,4,24768,クレジットカード
INV-15421,2025-12-28,東京本店,C-044,日用雑貨,抗菌洗剤セット,628,1,628,クレジットカード
INV-16377,2025-12-28,東京本店,C-031,家庭用品,電動歯ブラシ,2515,1,2515,電子マネー
INV-10851,2025-12-28,千葉店,C-072,加工食品,レトルトカレー,740,5,3700,電子マネー
INV-11805,2025-12-28,横浜店,C-226,飲料・酒類,ミネラルウォーター,4568,1,4568,クレジットカード
INV-18282,2025-12-28,横浜店,C-270,加工食品,レトルトカレー,368,1,368,QR決済
INV-14151,2025-12-29,東京本店,C-299,日用雑貨,高機能マスク,1441,2,2882,QR決済
INV-19992,2025-12-29,ECサイト,C-025,加工食品,パスタソース,411,1,411,QR決済
INV-12149,2025-12-29,東京本店,C-097,日用雑貨,高機能マスク,510,2,1020,現金
INV-15821,2025-12-29,ECサイト,C-121,日用雑貨,キッチンペーパー,1024,1,1024,QR決済
INV-14532,2025-12-29,東京本店,C-104,飲料・酒類,高級赤ワイン,2469,4,9876,クレジットカード
INV-15791,2025-12-29,さいたま店,C-199,飲料・酒類,ミネラルウォーター,1558,1,1558,QR決済
INV-10593,2025-12-29,さいたま店,C-055,家庭用品,セラミックフライパン,7368,3,22104,現金
INV-16025,2025-12-29,東京本店,C-010,日用雑貨,高機能マスク,532,5,2660,QR決済
INV-15600,2025-12-29,千葉店,C-255,生鮮食品,季節のフルーツ盛,1263,1,1263,クレジットカード
INV-12115,2025-12-29,千葉店,C-044,飲料・酒類,高級赤ワイン,1132,1,1132,クレジットカード
INV-16421,2025-12-29,千葉店,C-278,加工食品,特製ドレッシング,327,2,654,電子マネー
INV-18578,2025-12-29,ECサイト,C-023,日用雑貨,高機能マスク,1313,1,1313,クレジットカード
INV-14792,2025-12-29,さいたま店,C-238,家庭用品,セラミックフライパン,4223,1,4223,QR決済
INV-11423,2025-12-29,横浜店,C-192,加工食品,レトルトカレー,369,2,738,現金
INV-18543,2025-12-29,千葉店,C-105,生鮮食品,朝採れ野菜セット,2563,2,5126,現金
INV-16475,2025-12-29,東京本店,C-251,生鮮食品,季節のフルーツ盛,2564,1,2564,電子マネー
INV-12991,2025-12-29,ECサイト,C-131,日用雑貨,抗菌洗剤セット,804,2,1608,クレジットカード
INV-14104,2025-12-29,さいたま店,C-036,家庭用品,セラミックフライパン,3414,2,6828,クレジットカード
INV-14655,2025-12-29,千葉店,C-127,飲料・酒類,クラフトビール6缶パック,805,2,1610,現金
INV-10075,2025-12-29,千葉店,C-041,飲料・酒類,ミネラルウォーター,1487,1,1487,QR決済
INV-13556,2025-12-30,ECサイト,C-189,日用雑貨,抗菌洗剤セット,1426,2,2852,現金
INV-11325,2025-12-30,ECサイト,C-264,生鮮食品,朝採れ野菜セット,1225,1,1225,QR決済
INV-19277,2025-12-30,千葉店,C-067,日用雑貨,抗菌洗剤セット,526,3,1578,現金
INV-14766,2025-12-30,千葉店,C-131,飲料・酒類,高級赤ワイン,4909,1,4909,QR決済
INV-17151,2025-12-30,ECサイト,C-195,生鮮食品,朝採れ野菜セット,1466,1,1466,現金
INV-15765,2025-12-30,ECサイト,C-053,飲料・酒類,クラフトビール6缶パック,842,4,3368,クレジットカード
INV-19287,2025-12-30,千葉店,C-031,加工食品,パスタソース,521,1,521,QR決済
INV-18845,2025-12-30,横浜店,C-224,日用雑貨,高機能マスク,729,4,2916,現金
INV-19270,2025-12-30,ECサイト,C-069,家庭用品,LED電球,7500,1,7500,電子マネー
INV-17253,2025-12-30,千葉店,C-269,飲料・酒類,ミネラルウォーター,3450,1,3450,クレジットカード
INV-14861,2025-12-30,さいたま店,C-036,家庭用品,セラミックフライパン,2693,2,5386,現金
INV-11799,2025-12-30,横浜店,C-126,加工食品,特製ドレッシング,621,1,621,現金
INV-17179,2025-12-30,千葉店,C-041,飲料・酒類,高級赤ワイン,3533,2,7066,QR決済
INV-18344,2025-12-30,さいたま店,C-214,生鮮食品,国産牛サーロイン,2476,2,4952,QR決済
INV-13998,2025-12-30,横浜店,C-258,生鮮食品,国産牛サーロイン,1270,1,1270,クレジットカード
INV-12610,2025-12-30,さいたま店,C-283,加工食品,パスタソース,532,1,532,電子マネー
INV-17117,2025-12-30,横浜店,C-014,加工食品,パスタソース,441,1,441,現金
INV-14949,2025-12-30,千葉店,C-170,加工食品,レトルトカレー,793,2,1586,電子マネー
INV-12575,2025-12-30,さいたま店,C-296,日用雑貨,抗菌洗剤セット,836,1,836,電子マネー
INV-12478,2025-12-30,ECサイト,C-109,家庭用品,セラミックフライパン,6896,2,13792,QR決済
INV-11835,2025-12-30,東京本店,C-163,家庭用品,電動歯ブラシ,6895,2,13790,電子マネー
INV-16337,2025-12-30,ECサイト,C-066,家庭用品,LED電球,3887,2,7774,クレジットカード
INV-19305,2025-12-30,さいたま店,C-177,日用雑貨,抗菌洗剤セット,646,1,646,QR決済
INV-14596,2025-12-30,東京本店,C-081,生鮮食品,朝採れ野菜セット,1718,2,3436,現金
INV-13087,2025-12-30,さいたま店,C-144,日用雑貨,抗菌洗剤セット,486,1,486,電子マネー
INV-17504,2025-12-30,さいたま店,C-089,家庭用品,LED電球,4383,1,4383,クレジットカード
INV-11978,2025-12-30,さいたま店,C-111,家庭用品,セラミックフライパン,2726,5,13630,QR決済
INV-15727,2025-12-30,東京本店,C-067,加工食品,特製ドレッシング,470,3,1410,クレジットカード
INV-18097,2025-12-30,横浜店,C-265,家庭用品,電動歯ブラシ,6230,1,6230,現金
INV-14585,2025-12-31,ECサイト,C-149,加工食品,レトルトカレー,799,1,799,QR決済
INV-16565,2025-12-31,横浜店,C-274,生鮮食品,国産牛サーロイン,1825,1,1825,現金
INV-13350,2025-12-31,横浜店,C-262,加工食品,レトルトカレー,785,1,785,現金
INV-12892,2025-12-31,横浜店,C-096,飲料・酒類,高級赤ワイン,822,3,2466,現金
